,camp,date,hour,city,coord,prop,unit,value
3532,air quality sensor measurement,2024/06/01,11,toulouse,"[1.44, 43.6]",NO2,µg/m3,1.24
3533,air quality sensor measurement,2024/05/30,13,lille,"[3.06, 50.63]",NO2,µg/m3,6.66
3534,air quality sensor measurement,2024/05/26,12,brest,"[4.49, 48.39]",O3,µg/m3,1.94
3535,air quality sensor measurement,2024/05/25,1,strasbourg,"[7.75, 48.57]",NO2,µg/m3,6.73
3536,air quality sensor measurement,2024/06/02,19,brest,"[4.49, 48.39]",NO2,µg/m3,0.69
3537,air quality sensor measurement,2024/06/02,7,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,4.03
3538,air quality sensor measurement,2024/05/29,16,toulouse,"[1.44, 43.6]",NO2,µg/m3,7.04
3539,air quality sensor measurement,2024/05/26,11,brest,"[4.49, 48.39]",O3,µg/m3,6.93
3540,air quality sensor measurement,2024/05/27,18,toulouse,"[1.44, 43.6]",NO2,µg/m3,8.83
3541,air quality sensor measurement,2024/06/01,12,strasbourg,"[7.75, 48.57]",CO,mg/m3,5.03
3542,air quality sensor measurement,2024/05/25,9,toulouse,"[1.44, 43.6]",CO,mg/m3,7.6
3543,air quality sensor measurement,2024/05/29,17,lille,"[3.06, 50.63]",PM10,µg/m3,1.48
3544,air quality sensor measurement,2024/05/30,1,strasbourg,"[7.75, 48.57]",CO,mg/m3,8.45
3545,air quality sensor measurement,2024/06/02,7,lille,"[3.06, 50.63]",PM10,µg/m3,6.37
3546,air quality sensor measurement,2024/05/27,15,lille,"[3.06, 50.63]",NO2,µg/m3,2.06
3547,air quality sensor measurement,2024/05/31,4,lille,"[3.06, 50.63]",CO,mg/m3,5.59
3548,air quality sensor measurement,2024/05/24,19,toulouse,"[1.44, 43.6]",PM10,µg/m3,9.83
3549,air quality sensor measurement,2024/05/26,11,toulouse,"[1.44, 43.6]",NO2,µg/m3,1.5
3550,air quality sensor measurement,2024/05/31,2,toulouse,"[1.44, 43.6]",CO,mg/m3,4.1
3551,air quality sensor measurement,2024/05/30,23,lille,"[3.06, 50.63]",PM10,µg/m3,3.1
3552,air quality sensor measurement,2024/05/24,12,strasbourg,"[7.75, 48.57]",NO2,µg/m3,9.09
3553,air quality sensor measurement,2024/05/30,2,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,2.54
3554,air quality sensor measurement,2024/06/02,5,strasbourg,"[7.75, 48.57]",CO,mg/m3,7.97
3555,air quality sensor measurement,2024/06/01,19,brest,"[4.49, 48.39]",O3,µg/m3,9.95
3556,air quality sensor measurement,2024/05/31,13,strasbourg,"[7.75, 48.57]",PM10,µg/m3,4.07
3557,air quality sensor measurement,2024/06/01,9,strasbourg,"[7.75, 48.57]",NO2,µg/m3,4.44
3558,air quality sensor measurement,2024/05/31,1,lille,"[3.06, 50.63]",PM10,µg/m3,5.78
3559,air quality sensor measurement,2024/05/28,18,brest,"[4.49, 48.39]",O3,µg/m3,1.99
3560,air quality sensor measurement,2024/05/29,3,strasbourg,"[7.75, 48.57]",PM10,µg/m3,0.33
3561,air quality sensor measurement,2024/05/28,9,toulouse,"[1.44, 43.6]",CO,mg/m3,3.3
3562,air quality sensor measurement,2024/05/24,9,toulouse,"[1.44, 43.6]",CO,mg/m3,1.62
3563,air quality sensor measurement,2024/05/30,4,strasbourg,"[7.75, 48.57]",CO,mg/m3,1.54
3564,air quality sensor measurement,2024/05/31,5,marseille,"[5.37, 43.3]",PM10,µg/m3,5.99
3565,air quality sensor measurement,2024/05/27,7,strasbourg,"[7.75, 48.57]",PM10,µg/m3,4.69
3566,air quality sensor measurement,2024/05/24,21,strasbourg,"[7.75, 48.57]",NO2,µg/m3,6.69
3567,air quality sensor measurement,2024/05/25,3,strasbourg,"[7.75, 48.57]",NO2,µg/m3,0.82
3568,air quality sensor measurement,2024/05/30,2,lille,"[3.06, 50.63]",PM10,µg/m3,9.31
3569,air quality sensor measurement,2024/05/26,0,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,2.95
3570,air quality sensor measurement,2024/05/31,22,lille,"[3.06, 50.63]",PM10,µg/m3,9.19
3571,air quality sensor measurement,2024/06/02,4,toulouse,"[1.44, 43.6]",NO2,µg/m3,0.81
3572,air quality sensor measurement,2024/05/24,9,lille,"[3.06, 50.63]",NO2,µg/m3,6.73
3573,air quality sensor measurement,2024/05/29,11,lille,"[3.06, 50.63]",PM2.5,µg/m3,1.25
3574,air quality sensor measurement,2024/06/02,8,strasbourg,"[7.75, 48.57]",CO,mg/m3,3.02
3575,air quality sensor measurement,2024/05/26,13,toulouse,"[1.44, 43.6]",NO2,µg/m3,1.57
3576,air quality sensor measurement,2024/05/27,16,marseille,"[5.37, 43.3]",NO2,µg/m3,8.19
3577,air quality sensor measurement,2024/05/24,5,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,0.57
3578,air quality sensor measurement,2024/06/02,10,lille,"[3.06, 50.63]",NO2,µg/m3,0.26
3579,air quality sensor measurement,2024/05/31,21,toulouse,"[1.44, 43.6]",O3,µg/m3,6.75
3580,air quality sensor measurement,2024/05/30,2,marseille,"[5.37, 43.3]",NO2,µg/m3,2.66
3581,air quality sensor measurement,2024/05/26,1,lille,"[3.06, 50.63]",PM2.5,µg/m3,8.58
3582,air quality sensor measurement,2024/05/26,18,marseille,"[5.37, 43.3]",CO,mg/m3,3.63
3583,air quality sensor measurement,2024/06/01,0,brest,"[4.49, 48.39]",CO,mg/m3,5.57
3584,air quality sensor measurement,2024/06/01,4,marseille,"[5.37, 43.3]",PM2.5,µg/m3,8.08
3585,air quality sensor measurement,2024/06/01,17,strasbourg,"[7.75, 48.57]",PM10,µg/m3,1.95
3586,air quality sensor measurement,2024/05/26,0,marseille,"[5.37, 43.3]",O3,µg/m3,9.88
3587,air quality sensor measurement,2024/05/28,22,strasbourg,"[7.75, 48.57]",CO,mg/m3,5.4
3588,air quality sensor measurement,2024/05/28,1,toulouse,"[1.44, 43.6]",PM10,µg/m3,8.6
3589,air quality sensor measurement,2024/05/27,16,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,0.32
3590,air quality sensor measurement,2024/05/24,2,marseille,"[5.37, 43.3]",O3,µg/m3,8.89
3591,air quality sensor measurement,2024/05/28,5,toulouse,"[1.44, 43.6]",NO2,µg/m3,0.97
3592,air quality sensor measurement,2024/06/01,15,marseille,"[5.37, 43.3]",CO,mg/m3,0.32
3593,air quality sensor measurement,2024/05/24,11,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.56
3594,air quality sensor measurement,2024/05/31,7,marseille,"[5.37, 43.3]",PM10,µg/m3,7.94
3595,air quality sensor measurement,2024/06/02,20,toulouse,"[1.44, 43.6]",CO,mg/m3,3.36
3596,air quality sensor measurement,2024/05/24,23,marseille,"[5.37, 43.3]",PM10,µg/m3,3.34
3597,air quality sensor measurement,2024/05/30,19,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,8.11
3598,air quality sensor measurement,2024/06/01,15,marseille,"[5.37, 43.3]",PM10,µg/m3,8.74
3599,air quality sensor measurement,2024/05/27,15,brest,"[4.49, 48.39]",CO,mg/m3,2.4
3600,air quality sensor measurement,2024/05/28,9,marseille,"[5.37, 43.3]",CO,mg/m3,4.89
3601,air quality sensor measurement,2024/06/02,2,lille,"[3.06, 50.63]",PM10,µg/m3,8.45
3602,air quality sensor measurement,2024/05/26,13,brest,"[4.49, 48.39]",NO2,µg/m3,9.33
3603,air quality sensor measurement,2024/05/26,8,strasbourg,"[7.75, 48.57]",O3,µg/m3,7.65
3604,air quality sensor measurement,2024/05/27,1,toulouse,"[1.44, 43.6]",PM10,µg/m3,2.65
3605,air quality sensor measurement,2024/05/29,20,brest,"[4.49, 48.39]",CO,mg/m3,8.02
3606,air quality sensor measurement,2024/05/28,7,marseille,"[5.37, 43.3]",PM10,µg/m3,9.24
3607,air quality sensor measurement,2024/05/30,14,marseille,"[5.37, 43.3]",CO,mg/m3,7.41
3608,air quality sensor measurement,2024/05/29,1,toulouse,"[1.44, 43.6]",PM10,µg/m3,0.28
3609,air quality sensor measurement,2024/05/25,7,toulouse,"[1.44, 43.6]",PM10,µg/m3,9.47
3610,air quality sensor measurement,2024/06/02,6,brest,"[4.49, 48.39]",PM10,µg/m3,0.28
3611,air quality sensor measurement,2024/05/27,17,toulouse,"[1.44, 43.6]",PM10,µg/m3,1.83
3612,air quality sensor measurement,2024/06/02,7,brest,"[4.49, 48.39]",O3,µg/m3,4.83
3613,air quality sensor measurement,2024/05/31,9,strasbourg,"[7.75, 48.57]",PM10,µg/m3,4.21
3614,air quality sensor measurement,2024/05/25,14,lille,"[3.06, 50.63]",PM10,µg/m3,2.03
3615,air quality sensor measurement,2024/05/28,22,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,5.82
3616,air quality sensor measurement,2024/05/27,20,marseille,"[5.37, 43.3]",PM2.5,µg/m3,6.42
3617,air quality sensor measurement,2024/05/26,22,lille,"[3.06, 50.63]",CO,mg/m3,6.29
3618,air quality sensor measurement,2024/05/26,20,strasbourg,"[7.75, 48.57]",NO2,µg/m3,2.71
3619,air quality sensor measurement,2024/05/29,17,strasbourg,"[7.75, 48.57]",PM10,µg/m3,8.21
3620,air quality sensor measurement,2024/05/28,6,toulouse,"[1.44, 43.6]",CO,mg/m3,7.11
3621,air quality sensor measurement,2024/05/25,3,marseille,"[5.37, 43.3]",NO2,µg/m3,0.01
3622,air quality sensor measurement,2024/05/28,12,brest,"[4.49, 48.39]",CO,mg/m3,6.34
3623,air quality sensor measurement,2024/06/02,8,marseille,"[5.37, 43.3]",CO,mg/m3,3.09
3624,air quality sensor measurement,2024/06/02,10,toulouse,"[1.44, 43.6]",CO,mg/m3,0.77
3625,air quality sensor measurement,2024/05/31,23,lille,"[3.06, 50.63]",CO,mg/m3,9.64
3626,air quality sensor measurement,2024/05/28,4,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.23
3627,air quality sensor measurement,2024/05/24,18,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,2.22
3628,air quality sensor measurement,2024/06/02,22,marseille,"[5.37, 43.3]",PM2.5,µg/m3,2.01
3629,air quality sensor measurement,2024/05/25,15,lille,"[3.06, 50.63]",NO2,µg/m3,9.51
3630,air quality sensor measurement,2024/05/28,22,marseille,"[5.37, 43.3]",PM10,µg/m3,4.84
3631,air quality sensor measurement,2024/05/25,14,brest,"[4.49, 48.39]",NO2,µg/m3,7.6
3632,air quality sensor measurement,2024/05/25,15,marseille,"[5.37, 43.3]",NO2,µg/m3,5.85
3633,air quality sensor measurement,2024/05/30,6,strasbourg,"[7.75, 48.57]",O3,µg/m3,2.18
3634,air quality sensor measurement,2024/05/26,10,toulouse,"[1.44, 43.6]",O3,µg/m3,6.62
3635,air quality sensor measurement,2024/05/24,20,strasbourg,"[7.75, 48.57]",PM10,µg/m3,0.81
3636,air quality sensor measurement,2024/05/26,18,toulouse,"[1.44, 43.6]",PM10,µg/m3,0.12
3637,air quality sensor measurement,2024/05/25,15,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,6.51
3638,air quality sensor measurement,2024/05/30,5,lille,"[3.06, 50.63]",NO2,µg/m3,3.27
3639,air quality sensor measurement,2024/06/02,23,lille,"[3.06, 50.63]",CO,mg/m3,2.83
3640,air quality sensor measurement,2024/06/01,17,brest,"[4.49, 48.39]",PM2.5,µg/m3,1.32
3641,air quality sensor measurement,2024/05/26,19,brest,"[4.49, 48.39]",PM2.5,µg/m3,9.77
3642,air quality sensor measurement,2024/05/26,23,lille,"[3.06, 50.63]",PM2.5,µg/m3,0.64
3643,air quality sensor measurement,2024/06/01,12,marseille,"[5.37, 43.3]",CO,mg/m3,1.01
3644,air quality sensor measurement,2024/05/29,15,marseille,"[5.37, 43.3]",O3,µg/m3,6.25
3645,air quality sensor measurement,2024/05/27,10,marseille,"[5.37, 43.3]",O3,µg/m3,4.34
3646,air quality sensor measurement,2024/05/25,5,toulouse,"[1.44, 43.6]",NO2,µg/m3,4.14
3647,air quality sensor measurement,2024/05/27,20,strasbourg,"[7.75, 48.57]",O3,µg/m3,8.99
3648,air quality sensor measurement,2024/06/01,5,marseille,"[5.37, 43.3]",PM10,µg/m3,1.22
3649,air quality sensor measurement,2024/05/29,9,marseille,"[5.37, 43.3]",CO,mg/m3,3.13
3650,air quality sensor measurement,2024/05/31,16,strasbourg,"[7.75, 48.57]",O3,µg/m3,0.28
3651,air quality sensor measurement,2024/05/26,13,toulouse,"[1.44, 43.6]",PM10,µg/m3,5.71
3652,air quality sensor measurement,2024/05/24,22,lille,"[3.06, 50.63]",PM2.5,µg/m3,2.8
3653,air quality sensor measurement,2024/05/24,4,brest,"[4.49, 48.39]",PM10,µg/m3,7.01
3654,air quality sensor measurement,2024/05/25,4,lille,"[3.06, 50.63]",NO2,µg/m3,1.89
3655,air quality sensor measurement,2024/05/30,13,marseille,"[5.37, 43.3]",NO2,µg/m3,4.77
3656,air quality sensor measurement,2024/06/02,0,marseille,"[5.37, 43.3]",PM10,µg/m3,1.21
3657,air quality sensor measurement,2024/05/28,22,brest,"[4.49, 48.39]",PM10,µg/m3,2.59
3658,air quality sensor measurement,2024/05/27,8,lille,"[3.06, 50.63]",PM10,µg/m3,0.86
3659,air quality sensor measurement,2024/05/27,3,brest,"[4.49, 48.39]",O3,µg/m3,7.65
3660,air quality sensor measurement,2024/05/24,18,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.05
3661,air quality sensor measurement,2024/05/25,23,brest,"[4.49, 48.39]",O3,µg/m3,7.08
3662,air quality sensor measurement,2024/05/30,4,lille,"[3.06, 50.63]",PM2.5,µg/m3,4.22
3663,air quality sensor measurement,2024/06/01,3,marseille,"[5.37, 43.3]",PM2.5,µg/m3,9.92
3664,air quality sensor measurement,2024/06/02,14,toulouse,"[1.44, 43.6]",NO2,µg/m3,0.69
3665,air quality sensor measurement,2024/05/24,16,marseille,"[5.37, 43.3]",CO,mg/m3,4.32
3666,air quality sensor measurement,2024/05/29,15,marseille,"[5.37, 43.3]",PM10,µg/m3,1.35
3667,air quality sensor measurement,2024/05/24,4,marseille,"[5.37, 43.3]",O3,µg/m3,3.19
3668,air quality sensor measurement,2024/06/01,16,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.66
3669,air quality sensor measurement,2024/05/24,22,lille,"[3.06, 50.63]",CO,mg/m3,2.76
3670,air quality sensor measurement,2024/06/01,1,brest,"[4.49, 48.39]",NO2,µg/m3,3.74
3671,air quality sensor measurement,2024/05/26,1,toulouse,"[1.44, 43.6]",CO,mg/m3,6.6
3672,air quality sensor measurement,2024/05/31,11,marseille,"[5.37, 43.3]",O3,µg/m3,2.99
3673,air quality sensor measurement,2024/05/25,3,marseille,"[5.37, 43.3]",PM2.5,µg/m3,9.13
3674,air quality sensor measurement,2024/05/31,22,toulouse,"[1.44, 43.6]",O3,µg/m3,4.76
3675,air quality sensor measurement,2024/06/02,3,marseille,"[5.37, 43.3]",NO2,µg/m3,7.64
3676,air quality sensor measurement,2024/05/26,16,brest,"[4.49, 48.39]",PM10,µg/m3,7.57
3677,air quality sensor measurement,2024/05/28,12,lille,"[3.06, 50.63]",O3,µg/m3,6.83
3678,air quality sensor measurement,2024/06/02,21,brest,"[4.49, 48.39]",O3,µg/m3,1.24
3679,air quality sensor measurement,2024/05/31,12,strasbourg,"[7.75, 48.57]",CO,mg/m3,9.18
3680,air quality sensor measurement,2024/05/25,3,brest,"[4.49, 48.39]",PM10,µg/m3,1.1
3681,air quality sensor measurement,2024/06/01,19,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,0.97
3682,air quality sensor measurement,2024/06/01,11,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.22
3683,air quality sensor measurement,2024/05/29,2,brest,"[4.49, 48.39]",PM2.5,µg/m3,1.95
3684,air quality sensor measurement,2024/06/01,20,strasbourg,"[7.75, 48.57]",O3,µg/m3,0.32
3685,air quality sensor measurement,2024/05/29,10,brest,"[4.49, 48.39]",PM2.5,µg/m3,7.03
3686,air quality sensor measurement,2024/05/25,8,toulouse,"[1.44, 43.6]",CO,mg/m3,2.71
3687,air quality sensor measurement,2024/05/28,20,brest,"[4.49, 48.39]",NO2,µg/m3,5.72
3688,air quality sensor measurement,2024/05/25,7,brest,"[4.49, 48.39]",PM2.5,µg/m3,9.12
3689,air quality sensor measurement,2024/06/02,5,marseille,"[5.37, 43.3]",O3,µg/m3,3.42
3690,air quality sensor measurement,2024/06/02,16,strasbourg,"[7.75, 48.57]",NO2,µg/m3,3.82
3691,air quality sensor measurement,2024/05/27,1,lille,"[3.06, 50.63]",O3,µg/m3,7.16
3692,air quality sensor measurement,2024/05/25,23,lille,"[3.06, 50.63]",CO,mg/m3,6.03
3693,air quality sensor measurement,2024/06/01,6,marseille,"[5.37, 43.3]",O3,µg/m3,0.94
3694,air quality sensor measurement,2024/06/02,13,strasbourg,"[7.75, 48.57]",PM10,µg/m3,3.77
3695,air quality sensor measurement,2024/05/29,2,marseille,"[5.37, 43.3]",PM2.5,µg/m3,0.22
3696,air quality sensor measurement,2024/05/29,19,brest,"[4.49, 48.39]",NO2,µg/m3,7.24
3697,air quality sensor measurement,2024/06/02,2,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,9.05
3698,air quality sensor measurement,2024/05/26,17,lille,"[3.06, 50.63]",CO,mg/m3,3.71
3699,air quality sensor measurement,2024/05/29,16,marseille,"[5.37, 43.3]",CO,mg/m3,4.88
3700,air quality sensor measurement,2024/05/29,17,lille,"[3.06, 50.63]",O3,µg/m3,5.44
3701,air quality sensor measurement,2024/05/25,12,toulouse,"[1.44, 43.6]",NO2,µg/m3,5.75
3702,air quality sensor measurement,2024/05/27,16,brest,"[4.49, 48.39]",CO,mg/m3,4.91
3703,air quality sensor measurement,2024/06/01,23,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.01
3704,air quality sensor measurement,2024/05/28,1,strasbourg,"[7.75, 48.57]",PM10,µg/m3,5.7
3705,air quality sensor measurement,2024/05/30,7,strasbourg,"[7.75, 48.57]",NO2,µg/m3,9.91
3706,air quality sensor measurement,2024/05/28,18,brest,"[4.49, 48.39]",PM10,µg/m3,8.28
3707,air quality sensor measurement,2024/05/31,8,marseille,"[5.37, 43.3]",NO2,µg/m3,6.23
3708,air quality sensor measurement,2024/05/31,9,toulouse,"[1.44, 43.6]",CO,mg/m3,3.57
3709,air quality sensor measurement,2024/05/27,9,strasbourg,"[7.75, 48.57]",NO2,µg/m3,7.21
3710,air quality sensor measurement,2024/06/02,3,strasbourg,"[7.75, 48.57]",O3,µg/m3,6.45
3711,air quality sensor measurement,2024/05/27,7,marseille,"[5.37, 43.3]",O3,µg/m3,9.6
3712,air quality sensor measurement,2024/05/25,13,marseille,"[5.37, 43.3]",O3,µg/m3,3.14
3713,air quality sensor measurement,2024/05/28,20,lille,"[3.06, 50.63]",PM2.5,µg/m3,9.85
3714,air quality sensor measurement,2024/05/29,10,marseille,"[5.37, 43.3]",PM10,µg/m3,2.59
3715,air quality sensor measurement,2024/06/01,20,lille,"[3.06, 50.63]",PM2.5,µg/m3,8.33
3716,air quality sensor measurement,2024/05/29,0,brest,"[4.49, 48.39]",PM10,µg/m3,6.93
3717,air quality sensor measurement,2024/05/28,7,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.38
3718,air quality sensor measurement,2024/05/28,3,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,8.12
3719,air quality sensor measurement,2024/05/30,6,toulouse,"[1.44, 43.6]",NO2,µg/m3,4.16
3720,air quality sensor measurement,2024/05/31,13,strasbourg,"[7.75, 48.57]",O3,µg/m3,2.15
3721,air quality sensor measurement,2024/05/31,6,marseille,"[5.37, 43.3]",PM2.5,µg/m3,8.09
3722,air quality sensor measurement,2024/05/31,2,lille,"[3.06, 50.63]",PM10,µg/m3,7.25
3723,air quality sensor measurement,2024/05/29,2,marseille,"[5.37, 43.3]",O3,µg/m3,9.16
3724,air quality sensor measurement,2024/05/26,18,strasbourg,"[7.75, 48.57]",O3,µg/m3,5.11
3725,air quality sensor measurement,2024/05/31,20,lille,"[3.06, 50.63]",PM10,µg/m3,4.83
3726,air quality sensor measurement,2024/06/01,8,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,3.24
3727,air quality sensor measurement,2024/05/31,16,marseille,"[5.37, 43.3]",O3,µg/m3,8.57
3728,air quality sensor measurement,2024/05/24,1,lille,"[3.06, 50.63]",PM2.5,µg/m3,4.57
3729,air quality sensor measurement,2024/05/25,18,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,7.09
3730,air quality sensor measurement,2024/05/30,11,lille,"[3.06, 50.63]",O3,µg/m3,5.3
3731,air quality sensor measurement,2024/05/27,6,strasbourg,"[7.75, 48.57]",CO,mg/m3,3.25
3732,air quality sensor measurement,2024/05/31,6,strasbourg,"[7.75, 48.57]",PM10,µg/m3,1.78
3733,air quality sensor measurement,2024/05/26,13,toulouse,"[1.44, 43.6]",CO,mg/m3,9.76
3734,air quality sensor measurement,2024/05/27,6,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.63
3735,air quality sensor measurement,2024/05/31,17,toulouse,"[1.44, 43.6]",PM10,µg/m3,9.12
3736,air quality sensor measurement,2024/05/30,15,strasbourg,"[7.75, 48.57]",PM10,µg/m3,4.34
3737,air quality sensor measurement,2024/05/25,9,lille,"[3.06, 50.63]",PM2.5,µg/m3,1.88
3738,air quality sensor measurement,2024/05/31,23,brest,"[4.49, 48.39]",NO2,µg/m3,7.5
3739,air quality sensor measurement,2024/05/28,7,strasbourg,"[7.75, 48.57]",CO,mg/m3,6.35
3740,air quality sensor measurement,2024/06/01,13,strasbourg,"[7.75, 48.57]",O3,µg/m3,0.0
3741,air quality sensor measurement,2024/05/30,20,lille,"[3.06, 50.63]",CO,mg/m3,3.96
3742,air quality sensor measurement,2024/05/28,20,lille,"[3.06, 50.63]",O3,µg/m3,8.14
3743,air quality sensor measurement,2024/05/30,17,strasbourg,"[7.75, 48.57]",O3,µg/m3,0.56
3744,air quality sensor measurement,2024/05/31,15,brest,"[4.49, 48.39]",PM10,µg/m3,6.94
3745,air quality sensor measurement,2024/05/29,17,marseille,"[5.37, 43.3]",PM10,µg/m3,0.3
3746,air quality sensor measurement,2024/05/24,22,brest,"[4.49, 48.39]",PM10,µg/m3,0.51
3747,air quality sensor measurement,2024/05/27,5,brest,"[4.49, 48.39]",PM10,µg/m3,6.72
3748,air quality sensor measurement,2024/05/27,17,marseille,"[5.37, 43.3]",PM10,µg/m3,7.82
3749,air quality sensor measurement,2024/05/25,14,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,2.54
3750,air quality sensor measurement,2024/06/01,0,toulouse,"[1.44, 43.6]",CO,mg/m3,7.02
3751,air quality sensor measurement,2024/06/01,3,lille,"[3.06, 50.63]",CO,mg/m3,6.4
3752,air quality sensor measurement,2024/06/02,0,brest,"[4.49, 48.39]",CO,mg/m3,9.8
3753,air quality sensor measurement,2024/05/24,1,brest,"[4.49, 48.39]",CO,mg/m3,8.46
3754,air quality sensor measurement,2024/05/30,19,marseille,"[5.37, 43.3]",CO,mg/m3,7.27
3755,air quality sensor measurement,2024/05/29,23,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.79
3756,air quality sensor measurement,2024/05/29,3,lille,"[3.06, 50.63]",PM10,µg/m3,4.7
3757,air quality sensor measurement,2024/05/26,8,brest,"[4.49, 48.39]",PM10,µg/m3,8.52
3758,air quality sensor measurement,2024/05/24,20,toulouse,"[1.44, 43.6]",PM10,µg/m3,8.64
3759,air quality sensor measurement,2024/06/02,21,brest,"[4.49, 48.39]",CO,mg/m3,1.66
3760,air quality sensor measurement,2024/05/29,15,marseille,"[5.37, 43.3]",PM2.5,µg/m3,3.75
3761,air quality sensor measurement,2024/05/28,9,toulouse,"[1.44, 43.6]",PM10,µg/m3,8.93
3762,air quality sensor measurement,2024/05/25,8,lille,"[3.06, 50.63]",CO,mg/m3,5.15
3763,air quality sensor measurement,2024/06/02,11,strasbourg,"[7.75, 48.57]",O3,µg/m3,8.35
3764,air quality sensor measurement,2024/05/30,22,marseille,"[5.37, 43.3]",O3,µg/m3,7.75
3765,air quality sensor measurement,2024/05/26,6,toulouse,"[1.44, 43.6]",CO,mg/m3,8.79
3766,air quality sensor measurement,2024/05/25,11,lille,"[3.06, 50.63]",PM10,µg/m3,1.5
3767,air quality sensor measurement,2024/05/25,16,toulouse,"[1.44, 43.6]",O3,µg/m3,7.61
3768,air quality sensor measurement,2024/05/25,1,strasbourg,"[7.75, 48.57]",PM10,µg/m3,6.76
3769,air quality sensor measurement,2024/06/02,10,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,5.73
3770,air quality sensor measurement,2024/05/27,9,marseille,"[5.37, 43.3]",PM10,µg/m3,3.91
3771,air quality sensor measurement,2024/05/30,12,lille,"[3.06, 50.63]",PM10,µg/m3,6.17
3772,air quality sensor measurement,2024/05/25,3,strasbourg,"[7.75, 48.57]",O3,µg/m3,0.39
3773,air quality sensor measurement,2024/05/29,18,lille,"[3.06, 50.63]",CO,mg/m3,9.07
3774,air quality sensor measurement,2024/05/26,15,strasbourg,"[7.75, 48.57]",O3,µg/m3,2.57
3775,air quality sensor measurement,2024/05/24,21,strasbourg,"[7.75, 48.57]",CO,mg/m3,9.21
3776,air quality sensor measurement,2024/06/01,10,marseille,"[5.37, 43.3]",NO2,µg/m3,1.28
3777,air quality sensor measurement,2024/05/26,10,brest,"[4.49, 48.39]",NO2,µg/m3,3.98
3778,air quality sensor measurement,2024/05/25,9,strasbourg,"[7.75, 48.57]",CO,mg/m3,9.09
3779,air quality sensor measurement,2024/05/26,21,toulouse,"[1.44, 43.6]",PM10,µg/m3,1.04
3780,air quality sensor measurement,2024/05/29,18,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,2.8
3781,air quality sensor measurement,2024/05/30,10,lille,"[3.06, 50.63]",O3,µg/m3,7.44
3782,air quality sensor measurement,2024/05/24,20,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,7.7
3783,air quality sensor measurement,2024/05/30,12,marseille,"[5.37, 43.3]",O3,µg/m3,2.68
3784,air quality sensor measurement,2024/05/28,20,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.51
3785,air quality sensor measurement,2024/05/30,5,brest,"[4.49, 48.39]",O3,µg/m3,5.03
3786,air quality sensor measurement,2024/05/28,22,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,3.14
3787,air quality sensor measurement,2024/05/27,21,brest,"[4.49, 48.39]",PM10,µg/m3,6.24
3788,air quality sensor measurement,2024/05/25,2,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.19
3789,air quality sensor measurement,2024/05/30,23,strasbourg,"[7.75, 48.57]",NO2,µg/m3,9.61
3790,air quality sensor measurement,2024/06/01,15,lille,"[3.06, 50.63]",CO,mg/m3,8.67
3791,air quality sensor measurement,2024/05/24,21,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,7.77
3792,air quality sensor measurement,2024/05/30,9,toulouse,"[1.44, 43.6]",PM10,µg/m3,2.18
3793,air quality sensor measurement,2024/05/31,19,toulouse,"[1.44, 43.6]",O3,µg/m3,4.98
3794,air quality sensor measurement,2024/05/27,15,toulouse,"[1.44, 43.6]",CO,mg/m3,7.96
3795,air quality sensor measurement,2024/05/27,20,brest,"[4.49, 48.39]",PM10,µg/m3,8.93
3796,air quality sensor measurement,2024/05/31,11,lille,"[3.06, 50.63]",PM10,µg/m3,3.19
3797,air quality sensor measurement,2024/05/25,5,strasbourg,"[7.75, 48.57]",NO2,µg/m3,7.7
3798,air quality sensor measurement,2024/05/29,6,brest,"[4.49, 48.39]",PM2.5,µg/m3,2.31
